signal_message_id,symbol,pair,update_id,reply_to_message_id,categories,severity,likely_real_outcome,likely_false_positive,target_hits_found,profit_percent_values,update_text,signal_text
5690,NEAR,USDT,5691,5690.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #NEAR/USDT

Long Set-Up 

Leverage: 5-10x

#NEAR already breaked out the inverse cup and handle pattern and looking Bullish.

Entry: 3.255 - 3.180$(Buy partially)

Targets: 3.340 - 3.420 - 3.500 - 3.580 - 3.750 - 3.880 - 4.000$(Short term)

Stop-loss: 3.100$"
5690,NEAR,USDT,5697,5690.0,profit_booked | profit_percentage_only,medium,True,False,[],['100'],"#NEAR/USDT UPDATE:

Targets 1,2,3 done nicely✔️

So far 100% Profits with 10x leverage🤑

Enjoy the profits Guys🍾🍾","Coin: #NEAR/USDT

Long Set-Up 

Leverage: 5-10x

#NEAR already breaked out the inverse cup and handle pattern and looking Bullish.

Entry: 3.255 - 3.180$(Buy partially)

Targets: 3.340 - 3.420 - 3.500 - 3.580 - 3.750 - 3.880 - 4.000$(Short term)

Stop-loss: 3.100$"
5690,NEAR,USDT,5741,,unclassified_related,low,False,False,[],[],"#EOS/USDT UPDATE:

After months of trading inside a falling wedge pattern, EOS/USDT has finally broken out. If EOS/USDT holds above the breakout zone, we could see a rally towards $0.70 - $0.80 in the near term. If the price dumps and trades again within the pattern then the breakout will be considered a fakeout. Keep eye on it 👀.  Stay tuned with us for further updates✔️","Coin: #NEAR/USDT

Long Set-Up 

Leverage: 5-10x

#NEAR already breaked out the inverse cup and handle pattern and looking Bullish.

Entry: 3.255 - 3.180$(Buy partially)

Targets: 3.340 - 3.420 - 3.500 - 3.580 - 3.750 - 3.880 - 4.000$(Short term)

Stop-loss: 3.100$"
5705,BCH,USDT,5706,5705.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #BCH/USDT

Long Set-Up 

Leverage: 5-10x

#BCH already breaked out the Falling wedge pattern and looking Bullish.

Entry: 391.2 - 360$(Buy partially)

Targets: 402.5 - 412.5 - 422.5 - 432 - 456 - 477 - 500$(Short-mid term)

Stop-loss: 330$"
5705,BCH,USDT,5719,5705.0,unclassified_related,low,False,False,[],[],Close this trade✅,"Coin: #BCH/USDT

Long Set-Up 

Leverage: 5-10x

#BCH already breaked out the Falling wedge pattern and looking Bullish.

Entry: 391.2 - 360$(Buy partially)

Targets: 402.5 - 412.5 - 422.5 - 432 - 456 - 477 - 500$(Short-mid term)

Stop-loss: 330$"
5750,AAVE,USDT,5751,5750.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #AAVE/USDT

Long Set-Up 

Leverage: 5-10x

#AAVE already breaked out the Falling wedge pattern and looking Bullish.

Entry: 192.85 - 184$(Buy partially)

Targets: 198 - 202 - 208 - 214 - 226 - 238 - 249 - 260$(Short-mid term)

Stop-loss: 172$"
5754,LTC,USDT,5755,5754.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #LTC/USDT

Long Set-Up 

Leverage: 5-10x

#LTC already breaked out the Ascending triangle and looking Bullish.

Entry: 95.04 - 94$(Buy partially)

Targets: 97 - 99 - 101 - 103.5 - 108 - 112$(Short term)

Stop-loss: 93$"
5794,IOTA,USDT,5795,5794.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #IOTA/USDT

Long Set-Up 

Leverage: 5-10x

#IOTA already breaked out the Falling wedge pattern and looking Bullish.

Entry: 0.1703 - 0.1600$(Buy partially)

Targets: 0.1760 - 0.1820 - 0.1880 - 0.1960 - 0.2100 - 0.2200 - 0.2300$(Short-mid term)

Stop-loss: 0.1500$"
5875,ROSE,USDT,5876,5875.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #ROSE/USDT

Long Set-Up 

Leverage: 5-10x

#ROSE already breaked out the Inverse head and shoulder pattern and looking Bullish.

Entry: 0.03087 - 0.02980$(Buy partially)

Targets: 0.03150 - 0.03220 - 0.03300 - 0.03380 - 0.03600 - 0.03800$(Short-mid term)

Stop-loss: 0.02850$"
5875,ROSE,USDT,5877,5875.0,explicit_target_hit | profit_booked | profit_percentage_only,high,True,False,[1],['25'],"#ROSE/USDT UPDATE:

Tp 1 done nicely✔️ 25% Profits booked with 10x Lev 

Close position now.","Coin: #ROSE/USDT

Long Set-Up 

Leverage: 5-10x

#ROSE already breaked out the Inverse head and shoulder pattern and looking Bullish.

Entry: 0.03087 - 0.02980$(Buy partially)

Targets: 0.03150 - 0.03220 - 0.03300 - 0.03380 - 0.03600 - 0.03800$(Short-mid term)

Stop-loss: 0.02850$"
5887,CHR,USDT,5888,5887.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #CHR/USDT

Long Set-Up 

Leverage: 5-10x

#CHR already breaked out Downtrend channel and looking Bullish.

Entry: 0.0988 - 0.0940$(Buy partially)

Targets: 0.1020 - 0.1045 - 0.1070 - 0.1100 - 0.1160 - 0.1220 - 0.1300 - 0.1400$(Short-mid term)

Stop-loss: 0.0880$"
5897,ONDO,USDT,5898,5897.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #ONDOUSDT

Short Set-Up 

Leverage: 5-10x

#ONDO already breaked down the Head and shoulder pattern and looking bearish.

Entry: 0.8599 - 0.8743$(Enter partially)

Targets: 0.8350 - 0.8150 - 0.7950 - 0.7750 - 0.7450 - 0.7200$(Short term)

Stop-loss: 0.9000$"
5897,ONDO,USDT,5899,5897.0,unclassified_related,low,False,False,[],[],Close the trade at break-even.,"Coin: #ONDOUSDT

Short Set-Up 

Leverage: 5-10x

#ONDO already breaked down the Head and shoulder pattern and looking bearish.

Entry: 0.8599 - 0.8743$(Enter partially)

Targets: 0.8350 - 0.8150 - 0.7950 - 0.7750 - 0.7450 - 0.7200$(Short term)

Stop-loss: 0.9000$"
6017,CHR,USDT,6018,6017.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #CHRUSDT

Short Set-Up 

Leverage: 5-10x

#CHR already breaked down the Inverse cup and handle pattern and looking bearish.

Entry: 0.0952 - 0.0980$(Enter partially)

Targets: 0.0920 - 0.0890 - 0.0860 - 0.0830 - 0.0790 - 0.0750$(Short-mid term)

Stop-loss: 0.1010$"
6019,HOOK,USDT,6020,6019.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #HOOKUSDT

Short Set-Up 

Leverage: 5-10x

#HOOK already breaked down the Inverse cup and handle pattern and looking Bearish.

Entry: 0.1337 - 0.1370$(Enter partially)

Targets: 0.1300 - 0.1270 - 0.1240 - 0.1210 - 0.1150 - 0.1100 - 0.1050$(Short-mid term)

Stop-loss: 0.1420$"
6073,XMR,USDT,6074,6073.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #XMRUSDT

Long Set-Up

Leverage: 5-10x

#XMR already broke out of the ascending triangle and is looking bullish.

Entry: $341.70 - $336 (Buy partially)

Targets: $350 - $358 - $366 - $375 (Short term)

Stop-loss: $332"
6129,SXP,USDT,6130,6129.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #SXPUSDT

Long Set-Up

Leverage: 5-10x

#SXP already broke out of the falling wedge pattern and is looking bullish.

Entry: $0.1754 - $0.1700 (Buy partially)

Targets: $0.1800 - $0.1840 - $0.1880 - $0.1920 - $0.2040 - $0.2160 - $0.2280 - $0.2400 (Short-mid term)

Stop-loss: $0.1660"
6162,LAYER,USDT,6163,6162.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #LAYERUSDT

Short Set-Up

Leverage: 5-10x

#LAYER has already broken down the inverse cup and handle pattern and is looking bearish.

Entry: 0.6278 - 0.6350$ (Enter partially)

Targets: 0.6140 - 0.6020 - 0.5900 - 0.5760 - 0.5500 - 0.5200$ (Short term)

Stop-loss: 0.6450$"
6162,LAYER,USDT,6164,6162.0,stop_loss_only,medium,True,False,[],[],"#LAYERUSDT UPDATE:

Stop-loss hit( -20% with 10x)","Coin: #LAYERUSDT

Short Set-Up

Leverage: 5-10x

#LAYER has already broken down the inverse cup and handle pattern and is looking bearish.

Entry: 0.6278 - 0.6350$ (Enter partially)

Targets: 0.6140 - 0.6020 - 0.5900 - 0.5760 - 0.5500 - 0.5200$ (Short term)

Stop-loss: 0.6450$"
6228,QNT,USDT,6229,6228.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #QNTUSDT

Long Signal

Leverage: 5-10x

#QNT has already broken out of the inverse head and shoulders pattern and is looking bullish.

Entry: 133 - 124$ (Buy partially)

Targets: 137 - 140 - 143 - 146 - 154 - 162 - 170 - 180$ (Short-mid term)

Stoploss: 117.50$"
6243,CRV,USDT,6244,6243.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #CRVUSDT

Long Set-Up

Leverage: 5-10x

#CRV already broke out of the Bull Flag pattern and is looking bullish.

Entry: 1.067 - 1.034$ (Buy partially)

Targets: 1.100 - 1.130 - 1.160 - 1.200 - 1.260 - 1.320 - 1.400$ (Short-mid term)

Stop-loss: 1.000$"
6243,CRV,USDT,6246,6243.0,profit_percentage_only | stop_loss_only,medium,True,False,[],[],"#CRVUSDT UPDATE:

Stop loss hit (-30% with 10x leverage).

Don't worry, guys. We will recover soon and will be back with more good setups.","Coin: #CRVUSDT

Long Set-Up

Leverage: 5-10x

#CRV already broke out of the Bull Flag pattern and is looking bullish.

Entry: 1.067 - 1.034$ (Buy partially)

Targets: 1.100 - 1.130 - 1.160 - 1.200 - 1.260 - 1.320 - 1.400$ (Short-mid term)

Stop-loss: 1.000$"
6247,REZ,USDT,6248,6247.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #REZUSDT

Long Set-Up

Leverage: 5-10x

#REZ already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.01308 - 0.01280$ (Buy partially)

Targets: 0.01340 - 0.01380 - 0.01410 - 0.01440 - 0.01520 - 0.01600 - 0.01700$ (Short term)

Stoploss: 0.01240$"
6247,REZ,USDT,6252,6247.0,profit_booked | profit_percentage_only,medium,True,False,[],['170'],"#REZUSDT UPDATE:

Targets 1, 2, 3, 4, and 5 done nicely. ✔️

So far, 170% profits with 10x leverage. 🤑

Enjoy the profits, guys! 🍾🍾

Hope you guys recovered previous trade losses in this trade. 💯","Coin: #REZUSDT

Long Set-Up

Leverage: 5-10x

#REZ already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.01308 - 0.01280$ (Buy partially)

Targets: 0.01340 - 0.01380 - 0.01410 - 0.01440 - 0.01520 - 0.01600 - 0.01700$ (Short term)

Stoploss: 0.01240$"
6265,SWARMS,USDT,6266,6265.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #SWARMSUSDT

Long Set-Up

Leverage: 5-10x

#SWARMS already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.02040 - 0.02000$ (Buy partially)

Targets: 0.02100 - 0.02160 - 0.02220 - 0.02280 - 0.02380 - 0.02500$ (Short-mid term)

Stoploss: 0.01940$"
6265,SWARMS,USDT,6268,6265.0,unclassified_related,low,False,False,[],[],Close trade at breakeven.,"Coin: #SWARMSUSDT

Long Set-Up

Leverage: 5-10x

#SWARMS already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.02040 - 0.02000$ (Buy partially)

Targets: 0.02100 - 0.02160 - 0.02220 - 0.02280 - 0.02380 - 0.02500$ (Short-mid term)

Stoploss: 0.01940$"
6280,1000LUNC,USDT,6281,6280.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #1000LUNCUSDT

Long Set-Up

Leverage: 5-10x

#LUNC already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.05960 - 0.05850$ (Buy partially)

Targets: 0.06100 - 0.06250 - 0.06400 - 0.06550 - 0.06800$ (Short term)

Stop-loss: 0.05750$"
6284,HMSTR,USDT,6285,6284.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #HMSTRUSDT

Long Set-Up

Leverage: 5-10x

#HMSTR has already broken out of the cup and handle pattern and is looking bullish.

Entry: 0.0007460 - 0.0007420$ (Buy partially)

Targets: 0.0007620 - 0.0007800 - 0.0007950 - 0.0008100$ (Scalp Signal)

Stoploss: 0.0007320$"
6284,HMSTR,USDT,6292,6284.0,profit_percentage_only | stop_loss_only,medium,True,False,[],[],"#HMSTRUSDT:

Sl Hit (-12% loss with 10x leverage)","Coin: #HMSTRUSDT

Long Set-Up

Leverage: 5-10x

#HMSTR has already broken out of the cup and handle pattern and is looking bullish.

Entry: 0.0007460 - 0.0007420$ (Buy partially)

Targets: 0.0007620 - 0.0007800 - 0.0007950 - 0.0008100$ (Scalp Signal)

Stoploss: 0.0007320$"
6288,IOTX,USDT,6289,6288.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #IOTXUSDT

Long Set-Up

Leverage: 5-10x

#IOTX has already broken out of the ascending triangle and is looking bullish.

Entry: 0.03090 - 0.03000$ (Buy partially)

Targets: 0.03160 - 0.03240 - 0.03320 - 0.03400 - 0.03600$ (Short-mid term)

Stop-loss: 0.02950$"
6288,IOTX,USDT,6291,6288.0,profit_percentage_only | stop_loss_only,medium,True,False,[],[],"#IOTXUSDT UPDATE:

Sl Hit( -15% loss with 10x leverage)","Coin: #IOTXUSDT

Long Set-Up

Leverage: 5-10x

#IOTX has already broken out of the ascending triangle and is looking bullish.

Entry: 0.03090 - 0.03000$ (Buy partially)

Targets: 0.03160 - 0.03240 - 0.03320 - 0.03400 - 0.03600$ (Short-mid term)

Stop-loss: 0.02950$"
6355,XRP,USDT,6438,,unclassified_related,low,False,False,[],[],"#XRPUSDT UPDATE:

#XRP is now trading around $2.8030. #XRP already broke down a symmetrical triangle pattern on the daily time frame and is looking bearish. So, the possible scenarios are, according to the pattern, we may see bearish momentum in #XRP. Otherwise, if the price pumps up and trades inside the triangle again, then the breakdown will be considered invalid. Keep an eye on it.","Coin: #XRPUSDT

Long Set-Up

Leverage: 5-10x

#XRP already broke out of the Bull Flag pattern and is looking bullish.

Entry: 3.2770 - 3.2200$ (Buy partially)

Targets: 3.36 - 3.44 - 3.52 - 3.60 - 3.80$ (Short term)

Stoploss: 3.16$"
6378,JASMY,USDT,6379,6378.0,unclassified_related,low,False,False,[],[],"Risky trade, only for risk-takers","Coin: #JASMYUSDT

Short Set-Up

Leverage: 5-10x

#JASMY already broke down the head and shoulders pattern and is looking bearish.

Entry: 0.016205 - 0.0166$ (Enter partially)

Targets: 0.0158 - 0.0154 - 0.0151 - 0.0148 - 0.0140$ (Short term)

Stoploss: 0.0170$"
6393,LPT,USDT,6394,6393.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #LPTUSDT

Short Set-Up

Leverage: 5-10x

#LPT already broke down the uptrend channel and is looking bearish.

Entry: 6.150 - 6.300$ (Enter partially)

Targets: 6.000 - 5.850 - 5.700 - 5.550 - 5.300 - 5.000$ (Short term)

Stoploss: 6.500$"
6393,LPT,USDT,6395,6393.0,unclassified_related,low,False,False,[],[],Closing it at minor loss,"Coin: #LPTUSDT

Short Set-Up

Leverage: 5-10x

#LPT already broke down the uptrend channel and is looking bearish.

Entry: 6.150 - 6.300$ (Enter partially)

Targets: 6.000 - 5.850 - 5.700 - 5.550 - 5.300 - 5.000$ (Short term)

Stoploss: 6.500$"
6411,1000LUNC,USDT,6412,6411.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #1000LUNCUSDT

Long Set-Up

Leverage: 5-10x

#LUNC has already broken out of the symmetrical triangle and is looking bullish.

Entry: 0.06295 - 0.06100$ (Buy partially)

Targets: 0.06500 - 0.06650 - 0.06800 - 0.06950 - 0.07200 - 0.07400$ (Short-term)

Stoploss: 0.05960$"
6415,PEOPLE,USDT,6416,6415.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #PEOPLEUSDT

Long Set-Up

Leverage: 5-10x

#PEOPLE already broke out of the symmetrical triangle and is looking bullish.

Entry: 0.02151 - 0.02050$ (Buy partially)

Targets: 0.02250 - 0.02300 - 0.02360 - 0.02420 - 0.02550 - 0.02700 - 0.02850 - 0.03000$ (Short-mid term)

Stoploss: 0.01950$"
6415,PEOPLE,USDT,6419,6415.0,unclassified_related,low,False,False,[],[],"Close this, market not looking good","Coin: #PEOPLEUSDT

Long Set-Up

Leverage: 5-10x

#PEOPLE already broke out of the symmetrical triangle and is looking bullish.

Entry: 0.02151 - 0.02050$ (Buy partially)

Targets: 0.02250 - 0.02300 - 0.02360 - 0.02420 - 0.02550 - 0.02700 - 0.02850 - 0.03000$ (Short-mid term)

Stoploss: 0.01950$"
6428,ETC,USDT,6429,6428.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #ETCUSDT

Short Set-Up 

Leverage: 5-10x

#ETC already breaked down the Uptrend Channel and looking bearish.

Entry: 20.7 - 21.2$(Enter partially)

Targets: 20.2 - 19.6 - 19 - 18.4 - 17$(Short term)

Stoploss: 21.8$"
6428,ETC,USDT,6442,6428.0,unclassified_related,low,False,False,[],[],"Binance Futures, BingX Futures, Bitget Futures, ByBit USDT, KuCoin Futures, OKX Futures
#ETC/USDT Take-Profit target 1 ✅
Profit: 35.7995% 📈
Period: 3 Days 1 Hours 20 Minutes ⏰","Coin: #ETCUSDT

Short Set-Up 

Leverage: 5-10x

#ETC already breaked down the Uptrend Channel and looking bearish.

Entry: 20.7 - 21.2$(Enter partially)

Targets: 20.2 - 19.6 - 19 - 18.4 - 17$(Short term)

Stoploss: 21.8$"
6447,APT,USDT,6448,6447.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #APTUSDT

Direction: Long

Leverage: 5-10x

#APT already broke out of the falling wedge pattern and is looking bullish.

Entry: 4.4000 - 4.3400$ (Buy partially)

Targets: 4.500 - 4.600 - 4.700 - 4.800 - 5.000 - 5.200$ (Short term)

Stoploss: 4.260$"
6447,APT,USDT,6453,6447.0,unclassified_related,low,False,False,[],[],"Binance Futures, BingX Futures, Bitget Futures, ByBit USDT, HyperLiquid Futures(APT/USDC), KuCoin Futures, OKX Futures
#APT/USDT Stop Target Hit ⛔
Loss: 25.1716% 📉","Coin: #APTUSDT

Direction: Long

Leverage: 5-10x

#APT already broke out of the falling wedge pattern and is looking bullish.

Entry: 4.4000 - 4.3400$ (Buy partially)

Targets: 4.500 - 4.600 - 4.700 - 4.800 - 5.000 - 5.200$ (Short term)

Stoploss: 4.260$"
6451,SEI,USDT,6452,6451.0,generic_risk_warning,low,False,True,[],[],"Market is very volatile now. So use low leverage and low amount of your capital as per your Risk management . Don't wait for all Targets(even after first Target),  book profits Partially","Coin: #SEIUSDT

Direction: Long

Leverage: 5-10x

#SEI already broke out of the falling wedge pattern and is looking bullish.

Entry: 0.2940 - 0.2850$ (Buy partially)

Targets: 0.3000 - 0.3080 - 0.3160 - 0.3240 - 0.3380 - 0.3500$ (Short term)

Stoploss: 0.2780$"
